reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_161_HAT_CA1_1,161_HAT_CA1,"Basingstoke Canal","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2023-04/Bas%20Canal%20appraisal%20and%20character.pdf",area-appraisal,"https://www.hart.gov.uk/sites/default/files/2023-12/Basingstoke-Canal-Maps.pdfExtra documents are available. Best Map is shown on page 64 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA2_1,161_HAT_CA2,"Bramshill","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-07/Bramshill-Character-Appraisal-and-Management-Proposals-v3.pdf",area-appraisal,"Best Map is shown on page 25 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA3_1,161_HAT_CA3,"Church House Farm","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-07/Church-House-Farm-Conservation-Area-v2.pdf",area-appraisal,"Best Map is shown on page 23 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA4_1,161_HAT_CA4,"Cricket Hill, Yateley","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/cricket_hill_conservation_areas_accessible.pdf",area-appraisal,"Best Map is shown on page 31 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA5_1,161_HAT_CA5,"Crondall","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-06/Crondall-Conservation-Area-Appraisal-Adopted-March-2024.pdf",area-appraisal,"Best Map is shown on page 75 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA6_1,161_HAT_CA6,"Crookham Village","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-06/Crookham-Village-Conservation-Area-Adopted-March-2024.pdf",area-appraisal,"Best Map is shown on page 11 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA7_1,161_HAT_CA7,"Darby Green","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-06/Darby-Green-conservation-area-appraisal-with-map.pdf",area-appraisal,"Best Map is shown on page 17 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA8_1,161_HAT_CA8,"Dipley","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","No Appraisal document",area-appraisal,"",local-authority:HAT,,,
D_161_HAT_CA8_2,161_HAT_CA8,"Dipley","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas",https://www.hart.gov.uk/sites/default/files/2024-01/Dipley-conservation-area.pdf,area-map,"",local-authority:HAT,,,
D_161_HAT_CA9_1,161_HAT_CA9,"Dogmersfield","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-06/Dogmersfield-Conservation-Area-accessible.pdf",area-appraisal,"Best Map is shown on page 26 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA10_1,161_HAT_CA10,"Elvetham","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","No Appraisal document",area-appraisal,"P1",local-authority:HAT,,,
D_161_HAT_CA10_2,161_HAT_CA10,"Elvetham","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas",https://www.hart.gov.uk/sites/default/files/2022-11/elvetham_conservation_area_accessible.pdf,area-map,"P1",local-authority:HAT,,,
D_161_HAT_CA11_1,161_HAT_CA11,"Elvetham Farm","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","No Appraisal document",area-appraisal,"P2",local-authority:HAT,,,
D_161_HAT_CA11_2,161_HAT_CA11,"Elvetham Farm","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas",https://www.hart.gov.uk/sites/default/files/2022-11/elvetham_conservation_area_accessible.pdf,area-map,"P2",local-authority:HAT,,,
D_161_HAT_CA12_1,161_HAT_CA12,"Eversley Church Farm","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-01/Church-Farm-Eversley-Street-Eversley-Cross-Up-Green-conservation-areas-statement.pdf",area-appraisal,"Best Map is shown on page 46 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA13_1,161_HAT_CA13,"Eversley Cross","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-01/Church-Farm-Eversley-Street-Eversley-Cross-Up-Green-conservation-areas-statement.pdf",area-appraisal,"Best Map is shown on page 47 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA14_1,161_HAT_CA14,"Eversley Street","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-01/Church-Farm-Eversley-Street-Eversley-Cross-Up-Green-conservation-areas-statement.pdf",area-appraisal,"Best Map is shown on page 48 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA15_1,161_HAT_CA15,"Up Green","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-01/Church-Farm-Eversley-Street-Eversley-Cross-Up-Green-conservation-areas-statement.pdf",area-appraisal,"Best Map is shown on page 46 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA16_1,161_HAT_CA16,"Greywell","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/greywell.pdf",area-appraisal,"Best Map is shown on page 48 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA17_1,161_HAT_CA17,"Hartfordbridge","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/hartfordbridge_conservation_area_accessible.pdf",area-appraisal,"Best Map is shown on page 25 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA18_1,161_HAT_CA18,"Hartley Wintney","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/hartley_wintney_conservation_area_accessible.pdf",area-appraisal,"Best Map is shown on page 36 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA19_1,161_HAT_CA19,"Hawley Park and Green","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/hawley_park_and_green_conservation_area_accessible.pdf",area-appraisal,"Best Map is shown on page 25 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA20_1,161_HAT_CA20,"Hazeley Bottom","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/hazeley_bottom_conservation_area_accessible.pdf",area-appraisal,"Best Map is shown on page 21 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA21_1,161_HAT_CA21,"Heckfield","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","No Appraisal document",area-appraisal,"https://www.hart.gov.uk/sites/default/files/2024-01/Heckfield-conservation-area-proposal-statement.pdfExtra documents are available. ",local-authority:HAT,,,
D_161_HAT_CA22_1,161_HAT_CA22,"Long Sutton","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","No Appraisal document",area-appraisal,"https://www.hart.gov.uk/sites/default/files/2024-01/Long-Sutton-conservation-area-proposal-statement.pdfExtra documents are available. ",local-authority:HAT,,,
D_161_HAT_CA23_1,161_HAT_CA23,"Mattingley Green and West End","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2024-07/Mattingly-Green-and-Mattingley-West-End-Conservation-Areas-Character-Appraisal-and-Management-Proposals-v2.pdf",area-appraisal,"Best Map is shown on page 26 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA24_1,161_HAT_CA24,"North Fleet","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/north_fleet_accessible.pdf",area-appraisal,"Best Map is shown on page 38 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA25_1,161_HAT_CA25,"Odiham and North Warnborough","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2023-05/Odiham_and_North_Warnborough_CAA_adopted.pdf",area-appraisal,"Best Map is shown on page 72 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA26_1,161_HAT_CA26,"Rotherwick","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/rotherwick.pdf",area-appraisal,"Best Map is shown on page 53 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA27_1,161_HAT_CA27,"South Warnborough","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/south_warnborough.pdf",area-appraisal,"ProposalBest Map is shown on page 36 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA28_1,161_HAT_CA28,"Well","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/well_conservation_area.pdf",area-appraisal,"ProposalBest Map is shown on page 27 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA29_1,161_HAT_CA29,"West Green","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/West%20Green.pdf",area-appraisal,"ProposalBest Map is shown on page 28 of the appraisal document. ",local-authority:HAT,,,
D_161_HAT_CA30_1,161_HAT_CA30,"Yateley Green","https://www.hart.gov.uk/planning-and-building-control/planning-policy/conservation-areas","https://www.hart.gov.uk/sites/default/files/2022-11/yateley_green_accessible.pdf",area-appraisal,"Best Map is shown on page 34 of the appraisal document. ",local-authority:HAT,,,
