reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date
D_281_SCA_CA69_1,281_SCA_CA69,Knapwell,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a053,https://greatercambridgeplanning.org/media/1582/knapwell_conservation_area_appraisal_2000.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA69_2,281_SCA_CA69,Knapwell,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a053,https://greatercambridgeplanning.org/media/2239/knapwell-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA70_1,281_SCA_CA70,Landbeach,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a041,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA70_2,281_SCA_CA70,Landbeach,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a041,https://greatercambridgeplanning.org/media/2182/lanbeach-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA71_1,281_SCA_CA71,Linton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a042,https://greatercambridgeplanning.org/media/2630/linton_caamp_final_220823-checked.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA71_2,281_SCA_CA71,Linton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a042,https://greatercambridgeplanning.org/media/2631/conareaappraisals_lintonbnd_webversionfinal.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA72_1,281_SCA_CA72,Litlington,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a043,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA72_2,281_SCA_CA72,Litlington,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a043,https://greatercambridgeplanning.org/media/2184/litlington-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA73_1,281_SCA_CA73,Little Gransden,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a61,https://greatercambridgeplanning.org/media/1583/little-gransden-conservation-area-appraisal-2006.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA73_2,281_SCA_CA73,Little Gransden,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a61,https://greatercambridgeplanning.org/media/2251/little-gransden-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA74_1,281_SCA_CA74,Little Shelford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a044,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA74_2,281_SCA_CA74,Little Shelford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a044,https://greatercambridgeplanning.org/media/2185/little-shelford-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA75_1,281_SCA_CA75,Little Wilbraham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a045,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA75_2,281_SCA_CA75,Little Wilbraham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a045,https://greatercambridgeplanning.org/media/2186/little-wilbraham-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA76_1,281_SCA_CA76,Longstanton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a60,https://greatercambridgeplanning.org/media/1584/longstanton-conservation-area-appraisal-2005-part-1.pdf,area-appraisal,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA76_2,281_SCA_CA76,Longstanton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a60,https://greatercambridgeplanning.org/media/2252/longstanton-conservation-area-boundary-map.pdf,area-map,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA77_1,281_SCA_CA77,Madingley,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a046,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA77_2,281_SCA_CA77,Madingley,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a046,https://greatercambridgeplanning.org/media/2187/madingly-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA78_1,281_SCA_CA78,Melbourn,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a047,https://greatercambridgeplanning.org/media/2338/adopted-melbourn-conservation-area-appraisal-2021_.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA78_2,281_SCA_CA78,Melbourn,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a047,https://greatercambridgeplanning.org/media/2432/melbourn_2021.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA79_1,281_SCA_CA79,Meldreth,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a048,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA79_2,281_SCA_CA79,Meldreth,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a048,https://greatercambridgeplanning.org/media/2189/meldreth-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA80_1,281_SCA_CA80,Milton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a049,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA80_2,281_SCA_CA80,Milton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a049,https://greatercambridgeplanning.org/media/2190/milton-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA81_1,281_SCA_CA81,Oakington,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a62,https://greatercambridgeplanning.org/media/1587/oakington_conservation_area_appraisal_2005-part-1.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA81_2,281_SCA_CA81,Oakington,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a62,https://greatercambridgeplanning.org/media/2240/oakington-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA82_1,281_SCA_CA82,Orwell,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a050,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA82_2,281_SCA_CA82,Orwell,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a050,https://greatercambridgeplanning.org/media/2191/orwell-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA83_1,281_SCA_CA83,Over,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a63,https://greatercambridgeplanning.org/media/1589/over_conservation_area_appraisal_1999.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA83_2,281_SCA_CA83,Over,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a63,https://greatercambridgeplanning.org/media/2253/over-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA84_1,281_SCA_CA84,Pampisford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a051,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA84_2,281_SCA_CA84,Pampisford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a051,https://greatercambridgeplanning.org/media/2192/pampisford-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA85_1,281_SCA_CA85,Papworth Everard,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a64,https://greatercambridgeplanning.org/media/2632/papworth_everard_caamp_final_220823-checked.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA85_2,281_SCA_CA85,Papworth Everard,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a64,https://greatercambridgeplanning.org/media/2633/conareaappraisals_papwortheverardbnd_webversion.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA86_1,281_SCA_CA86,Papworth St Agnes,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a052,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA86_2,281_SCA_CA86,Papworth St Agnes,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a052,https://greatercambridgeplanning.org/media/2193/papworth-st-agnes-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA87_1,281_SCA_CA87,Rampton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a65,https://greatercambridgeplanning.org/media/1591/rampton_conservation_area_appraisal_2005-part-1.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA87_2,281_SCA_CA87,Rampton,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a65,https://greatercambridgeplanning.org/media/2241/rampton-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA88_1,281_SCA_CA88,Sawston,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a66,https://greatercambridgeplanning.org/media/2816/sawston-caamp-final-june-2023.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA88_2,281_SCA_CA88,Sawston,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a66,https://greatercambridgeplanning.org/media/2242/sawston-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA89_1,281_SCA_CA89,Shepreth,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a054,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA89_2,281_SCA_CA89,Shepreth,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a054,https://greatercambridgeplanning.org/media/2194/shepreth-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA90_1,281_SCA_CA90,Stapleford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a055,https://greatercambridgeplanning.org/media/2339/adopted-stapleford-conservation-area-appraisal-2021.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA90_2,281_SCA_CA90,Stapleford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a055,https://greatercambridgeplanning.org/media/2433/stapleford_2021.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA91_1,281_SCA_CA91,Steeple Morden - Morden Green,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a056,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA91_2,281_SCA_CA91,Steeple Morden - Morden Green,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a056,https://greatercambridgeplanning.org/media/2196/steeple-morden-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA92_1,281_SCA_CA92,Steeple Morden - St Peter & St Paul,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a057,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA92_2,281_SCA_CA92,Steeple Morden - St Peter & St Paul,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a057,https://greatercambridgeplanning.org/media/2196/steeple-morden-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA93_1,281_SCA_CA93,Swavesey,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a67,https://greatercambridgeplanning.org/media/1601/swavesey_conservation_area_appraisal_2006-part-1.pdf,area-appraisal,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA93_2,281_SCA_CA93,Swavesey,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a67,https://greatercambridgeplanning.org/media/2243/swavesey-conservation-area-boundary-map.pdf,area-map,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA94_1,281_SCA_CA94,Teversham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a68,https://greatercambridgeplanning.org/media/1603/teversham_conservation_area_appraisal_2006.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA94_2,281_SCA_CA94,Teversham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a68,https://greatercambridgeplanning.org/media/2244/teversham-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA95_1,281_SCA_CA95,Thriplow,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a058,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA95_2,281_SCA_CA95,Thriplow,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a058,https://greatercambridgeplanning.org/media/2197/thriplow-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA96_1,281_SCA_CA96,Toft,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a059,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA96_2,281_SCA_CA96,Toft,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a059,https://greatercambridgeplanning.org/media/2198/toft-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA97_1,281_SCA_CA97,Waterbeach,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a69,https://greatercambridgeplanning.org/media/1604/waterbeach-conservation-area-appraisal-1999.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA97_2,281_SCA_CA97,Waterbeach,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a69,https://greatercambridgeplanning.org/media/2247/waterbeach-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA98_1,281_SCA_CA98,West Wickham - Streetly End,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a060,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA98_2,281_SCA_CA98,West Wickham - Streetly End,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a060,https://greatercambridgeplanning.org/media/2199/west-wickham-streetly-end-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA99_1,281_SCA_CA99,West Wickham - St Mary's,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a061,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA99_2,281_SCA_CA99,West Wickham - St Mary's,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a061,https://greatercambridgeplanning.org/media/2233/west-wickham-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA100_1,281_SCA_CA100,West Wratting,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a062,No Appraisal document,area-appraisal,This has been collected by MHCLG,,,
D_281_SCA_CA100_2,281_SCA_CA100,West Wratting,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a062,https://greatercambridgeplanning.org/media/2282/west-wratting-conservation-area-boundary-map.pdf,area-map,This has been collected by MHCLG,,,
D_281_SCA_CA101_1,281_SCA_CA101,Westwick,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a70,https://greatercambridgeplanning.org/media/1605/westwick-conservation-area-appraisal-2005-part-1.pdf,area-appraisal,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA101_2,281_SCA_CA101,Westwick,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a70,https://greatercambridgeplanning.org/media/2248/westwick-conservation-area-boundary-map.pdf,area-map,More maps availableExtra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA102_1,281_SCA_CA102,Whittlesford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a063,https://greatercambridgeplanning.org/media/4cmhcw2j/whittlesford-conservation-area-appraisal-january-2024.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA102_2,281_SCA_CA102,Whittlesford,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a063,https://greatercambridgeplanning.org/media/ygnjxkjj/whittlesford-conservation-area-map-2024.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA103_1,281_SCA_CA103,Willingham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a71,https://greatercambridgeplanning.org/media/1607/willingham-conservation-area-appraisal-1999.pdf,area-appraisal,Extra documents are available. This has been collected by MHCLG,,,
D_281_SCA_CA103_2,281_SCA_CA103,Willingham,https://greatercambridgeplanning.org/design-heritage-and-environment/historic-environment/conservation-areas/conservation-area-appraisals/#a71,https://greatercambridgeplanning.org/media/2249/willingham-conservation-area-boundary-map.pdf,area-map,Extra documents are available. This has been collected by MHCLG,,,
